"VNRO","PKOKO"
"031054",1
"031064",6
"031070",2
"031088",10
"031096",7.5
"031143",60
"031161",4
"031179",25
"031189",4
"031200",12
"031211",60
"031218",5
"031230",30
"031241",10
"031252",60
"031253",100
"031294",15
"031298",30
"031303",5
"031306",100
"031309",30
"031314",20
"031320",30
"031325",5
"031333",98
"031337",20
"031348",5
"031351",56
"031371",5
"031387",30
"031394",5
"031398",100
"031409",30
"031420",100
"031429",12
"031439",30
"031442",28
"031446",5
"031448",100
"031451",98
"031452",100
"031460",28
"031463",30
"031469",98
"031474",100
"031478",30
"031485",30
"031487",100
"031496",98
"031497",100
"031500",5
"031505",98
"031508",30
"031514",30
"031519",30
"031523",100
"031533",30
"031543",30
"031554",100
"031565",30
"031567",100
"031576",100
"031583",210
"031589",30
"031600",100
"031609",210
"031632",100
"031705",28
"031714",98
"031723",28
"031733",98
"031787",28
"031796",98
"031805",28
"031814",98
"031823",250
"031824",28
"031828",30
"031839",100
"031847",30
"031856",60
"031865",100
"031872",100
"031905",100
"031912",7
"031915",30
"031924",100
"031942",5
"031987",30
"031989",60
"032029",30
"032078",24
"032092",28
"032099",200
"032105",60
"032112",30
"032124",100
"032127",400
"032133",100
"032134",100
"032141",120
"032146",30
"032157",100
"032178",60
"032214",120
"032257",50
"032273",100
"032276",6
"032329",112
"032350",30
"032359",30
"032367",15
"032375",100
"032399",98
"032476",1
"032533",150
"032534",98
"032578",112
"032580",90
"032622",28
"032632",60
"032634",56
"032637",100
"032638",20
"032645",98
"032660",12
"032672",30
"032706",100
"032748",100
"032763",100
"032780",3
"032821",50
"032839",50
"032870",100
"032879",14
"032888",100
"032890",28
"032901",56
"032912",30
"032913",100
"032925",14
"032936",28
"032947",56
"032958",100
"033008",20
"033076",100
"033106",12
"033138",28
"033149",98
"033172",28
"033184",98
"033209",5
"033234",120
"033235",30
"033257",100
"033268",100
"033283",98
"033303",28
"033305",100
"033313",30
"033316",28
"033324",30
"033325",100
"033357",100
"033394",100
"033407",10
"033433",100
"033453",1
"033456",10
"033498",30
"033514",98
"033526",28
"033548",100
"033555",250
"033613",20
"033614",60
"033621",40
"033656",28
"033667",30
"033669",30
"033670",50
"033678",90
"033679",28
"033687",30
"033688",100
"033697",90
"033751",28
"033758",30
"033770",100
"033778",28
"033788",98
"033791",30
"033797",28
"033802",30
"033806",98
"033833",98
"033849",28
"033860",20
"033886",20
"033895",60
"033905",100
"033910",5
"033918",1
"033928",5
"034024",90
"034027",90
"034034",90
"034058",28
"034082",1
"034087",1
"034105",28
"034113",28
"034117",28
"034118",2.4
"034124",100
"034135",30
"034150",28
"034156",1
"034162",98
"034173",7
"034223",30
"034231",98
"034234",30
"034256",100
"034283",1
"034306",5
"034307",300
"034317",56
"034322",28
"034325",20
"034342",5
"034348",98
"034352",60
"034361",100
"034370",30
"034371",28
"034401",25
"034405",98
"034407",6
"034416",12
"034425",18
"034439",5
"034443",6
"034446",28
"034452",12
"034457",28
"034468",28
"034477",7
"034479",28
"034496",21
"034512",100
"034520",20
"034525",90
"034534",90
"034538",84
"034543",30
"034552",90
"034562",90
"034567",100
"034571",30
"034579",7
"034580",30
"034602",30
"034625",100
"034684",1
"034685",2
"034694",10
"034709",25
"034710",60
"034715",5
"034749",28
"034751",30
"034793",100
"034801",100
"034835",30
"034908",200
"034910",30
"034918",100
"034921",90
"034932",90
"034941",90
"034950",90
"034960",90
"034967",100
"034975",28
"034977",2
"034978",180
"034987",180
"034988",4
"034996",180
"034999",2.5
"035006",60
"035010",7.5
"035024",5
"035055",250
"035063",100
"035067",56
"035068",98
"035071",100
"035079",98
"035097",100
"035121",28
"035154",60
"035162",100
"035170",60
"035176",30
"035188",98
"035196",100
"035203",10
"035204",5
"035224",30
"035233",28
"035242",98
"035251",28
"035254",5
"035260",98
"035269",28
"035278",98
"035287",30
"035327",20
"035337",10
"035352",20
"035378",10
"035402",30
"035444",28
"035454",28
"035477",30
"035494",100
"035514",60
"035516",30
"035528",100
"035535",100
"035542",1
"035543",100
"035551",10
"035552",30
"035560",30
"035563",100
"035568",98
"035569",100
"035578",10
"035584",600
"035585",12
"035587",30
"035596",100
"035597",100
"035618",100
"035626",10
"035627",20
"035630",30
"035642",30
"035643",100
"035654",10
"035665",30
"035676",100
"035709",6
"035774",100
"035790",20
"035808",50
"035865",100
"035866",28
"035890",5
"035899",210
"035907",25
"035956",100
"035964",10
"035972",25
"035992",6
"036017",20
"036026",28
"036028",20
"036039",20
"036053",30
"036061",20
"036062",180
"036073",90
"036079",100
"036108",4
"036111",20
"036113",100
"036137",80
"036152",28
"036161",6
"036225",56
"036228",98
"036250",5
"036259",5
"036277",10
"036285",25
"036290",30
"036332",30
"036337",1
"036341",30
"036343",100
"036351",30
"036355",10
"036392",210
"036418",20
"036467",30
"036475",100
"036488",14
"036489",28
"036496",10
"036502",30
"036505",30
"036514",100
"036523",10
"036532",30
"036542",100
"036551",60
"036560",60
"036569",60
"036578",60
"036595",56
"036633",5
"036637",56
"036681",224
"036715",28
"036723",10
"036750",6
"036790",14
"036801",28
"036806",28
"036812",56
"036814",98
"036823",100
"036833",5
"036834",14
"036843",98
"036845",28
"036848",100
"036855",28
"036856",56
"036863",98
"036867",100
"036889",20
"036917",2
"036967",20
"036979",20
"036990",20
"036996",200
"037001",90
"037002",100
"037028",100
"037052",30
"037061",90
"037067",20
"037069",100
"037089",2
"037100",5
"037111",7
"037122",10
"037134",20
"037145",40
"037156",50
"037179",1
"037190",1.25
"037200",60
"037201",1.5
"037214",63
"037234",30
"037240",28
"037241",180
"037251",98
"037254",28
"037260",180
"037263",100
"037287",84
"037305",84
"037323",84
"037398",100
"037399",90
"037432",30
"037515",10
"037574",4
"037604",60
"037606",10
"037630",30
"037655",100
"037669",30
"037678",4
"037687",12
"037697",30
"037705",100
"037709",98
"037711",12
"037713",100
"037731",30
"037740",28
"037755",12
"037768",28
"037770",30
"037777",12
"037789",30
"037800",16
"037811",32
"037814",100
"037834",5
"037846",100
"037853",250
"037870",30
"037879",100
"037895",98
"037903",50
"037911",100
"037937",30
"037941",40
"037961",10
"037970",30
"037979",100
"037994",30
"038026",98
"038036",28
"038042",96
"038059",24
"038067",96
"038080",28
"038091",100
"038092",98
"038103",100
"038109",4.5
"038117",8
"038133",24
"038158",8
"038174",20
"038182",24
"038216",8
"038232",24
"038257",60
"038270",28
"038273",4
"038281",100
"038288",98
"038297",28
"038299",100
"038307",30
"038309",10
"038314",1
"038315",100
"038316",98
"038323",8
"038334",90
"038343",90
"038352",90
"038353",60
"038361",90
"038365",50
"038376",10
"038391",168
"038399",10
"038414",24
"038426",30
"038432",100
"038444",30
"038448",100
"038463",30
"038489",100
"038507",28
"038513",50
"038516",98
"038525",28
"038534",98
"038543",28
"038552",98
"038554",28
"038562",250
"038571",28
"038580",98
"038589",28
"038598",98
"038607",1
"038701",180
"038725",10
"038764",1
"038822",1
"038828",90
"038830",30
"038853",28
"038877",100
"038968",5
"039022",10
"039032",60
"039056",42
"039087",30
"039096",100
"039127",60
"039168",90
"039214",50
"039216",14
"039227",28
"039230",50
"039238",98
"039249",28
"039261",98
"039269",28
"039278",98
"039287",28
"039296",98
"039298",100
"039306",14
"039314",112
"039318",30
"039329",100
"039340",30
"039352",100
"039370",50
"039376",6
"039413",1
"039482",100
"039503",10
"039505",100
"039511",5
"039534",28
"039603",1
"039606",100
"039609",100
"039615",100
"039623",30
"039669",100
"039670",30
"039679",100
"039697",30
"039707",3
"039715",100
"039768",30
"039776",15
"039784",22.5
"039855",100
"039859",60
"039905",30
"039917",20
"039918",2
"039955",168
"039957",42
"039968",10
"039990",30
"040013",98
"040014",100
"040019",20
"040045",28
"040080",30
"040089",1000
"040091",100
"040092",100
"040095",14
"040102",30
"040104",28
"040111",20
"040114",56
"040115",100
"040123",100
"040126",30
"040132",14
"040137",100
"040141",28
"040148",98
"040150",56
"040159",100
"040160",98
"040204",10
"040220",50
"040239",1
"040248",56
"040251",2
"040267",28
"040287",200
"040317",10
"040337",200
"040345",5
"040360",60
"040388",1000
"040394",100
"040402",5
"040444",100
"040455",100
"040475",100
"040535",60
"040540",7
"040576",150
"040581",28
"040584",50
"040593",56
"040604",100
"040615",14
"040627",28
"040638",56
"040649",100
"040659",30
"040675",100
"040678",8
"040684",50
"040687",12
"040706",20
"040718",50
"040724",30
"040729",28
"040732",28
"040740",98
"040742",100
"040747",30
"040752",28
"040755",60
"040763",98
"040774",30
"040775",28
"040782",100
"040786",98
"040794",180
"040808",200
"040817",28
"040820",98
"040831",5
"040865",50
"040915",5
"040956",5
"041002",5
"041013",10
"041041",30
"041050",56
"041058",100
"041086",56
"041096",112
"041105",56
"041114",112
"041138",10
"041140",98
"041152",28
"041160",98
"041178",98
"041205",2
"041211",30
"041214",6
"041215",30
"041216",1
"041223",12
"041226",100
"041232",2
"041236",10
"041237",30
"041241",6
"041244",98
"041248",100
"041259",18
"041260",10
"041271",100
"041281",56
"041282",30
"041292",8
"041294",100
"041306",100
"041319",100
"041332",5
"041389",1
"041414",21
"041423",63
"041432",126
"041475",20
"041516",80
"041517",250
"041535",98
"041590",30
"041598",12
"041608",100
"041685",3
"041732",7
"041738",100
"041750",28
"041761",100
"041762",98
"041787",3
"041802",98
"041822",15
"041875",98
"041886",98
"041897",1
"041931",5
"041943",5
"041978",8
"041983",1
"041990",100
"042002",30
"042015",98
"042031",2
"042058",1
"042077",30
"042085",15
"042119",100
"042143",14
"042150",100
"042192",28
"042209",20
"042275",14
"042283",56
"042305",10
"042332",15
"042342",15
"042343",90
"042366",100
"042369",40
"042374",30
"042378",20
"042379",100
"042396",10
"042440",90
"042447",28
"042458",98
"042470",28
"042482",98
"042493",28
"042496",10
"042504",98
"042514",10
"042516",30
"042524",10
"042527",90
"042538",30
"042550",90
"042612",2
"042622",300
"042631",28
"042663",7.5
"042739",100
"042747",30
"042749",100
"042754",100
"042760",30
"042769",90
"042788",1
"042807",112
"042838",30
"042853",1.6
"042861",200
"042865",5
"042887",60
"042895",20
"042911",200
"042978",100
"042986",30
"042987",30
"043015",20
"043018",100
"043067",20
"043080",30
"043089",100
"043092",100
"043103",5
"043114",30
"043125",60
"043126",100
"043137",30
"043141",20
"043148",100
"043174",200
"043190",60
"043245",18
"043283",30
"043318",100
"043331",0.5
"043349",0.5
"043356",0.5
"043366",100
"043414",100
"043443",180
"043455",50
"043482",56
"043489",10
"043505",100
"043582",90
"043588",28
"043604",30
"043613",22
"043624",31
"043632",6
"043641",105
"043647",47
"043653",120
"043662",90
"043679",10
"043681",30
"043692",100
"043704",100
"043706",60
"043737",100
"043745",30
"043759",4.5
"043773",2
"043784",100
"043786",56
"043802",200
"043828",20
"043877",112
"043893",50
"043914",30
"043943",6
"043950",50
"043976",30
"043978",112
"043996",112
"044006",1
"044090",28
"044101",56
"044112",98
"044115",2.08
"044125",14
"044136",28
"044147",56
"044158",98
"044170",1
"044181",2
"044198",25
"044205",100
"044206",100
"044210",14
"044249",10
"044261",15
"044272",20
"044283",25
"044294",30
"044306",35
"044310",50
"044317",40
"044323",6
"044328",45
"044340",50
"044352",55
"044363",60
"044374",65
"044385",70
"044398",75
"044405",56
"044409",500
"044433",20
"044442",100
"044475",7.5
"044492",8
"044533",20
"044541",30
"044560",100
"044573",100
"044580",30
"044591",30
"044594",100
"044603",1
"044679",98
"044686",56
"044691",60
"044704",112
"044728",100
"044735",50
"044739",100
"044752",100
"044780",3
"044819",50
"044830",5
"044842",200
"044843",50
"044891",6
"044945",30
"044967",90
"044970",84
"044976",60
"044995",28
"045005",1
"045021",1
"045039",1
"045051",16
"045070",10
"045088",50
"045104",50
"045153",15
"045191",100
"045207",2
"045302",500
"045324",4
"045333",12
"045398",100
"045409",100
"045419",4
"045420",90
"045427",200
"045431",30
"045435",30
"045468",50
"045526",100
"045536",100
"045542",2
"045566",1
"045567",200
"045583",100
"045609",100
"045633",30
"045666",30
"045673",30
"045674",100
"045847",30
"045860",30
"045869",112
"045921",6
"045930",1
"045939",1
"045948",1
"045955",2
"045963",6
"045969",30
"045971",35
"046006",14
"046078",100
"046094",4
"046128",4
"046132",100
"046139",28
"046150",100
"046159",90
"046168",90
"046178",90
"046187",90
"046232",1
"046235",20
"046243",100
"046260",100
"046296",14
"046305",28
"046314",56
"046316",28
"046323",100
"046332",14
"046341",28
"046342",100
"046350",56
"046360",100
"046433",100
"046437",1
"046441",250
"046458",30
"046474",100
"046504",1
"046599",56
"046602",1
"046626",20
"046651",100
"046652",4
"046724",150
"046797",100
"046824",6
"046829",100
"046833",6
"046842",18
"046851",2
"046860",2
"046869",12
"046885",3
"046987",5
"047004",30
"047042",4
"047050",30
"047068",100
"047079",1
"047114",30
"047123",100
"047132",100
"047135",20
"047137",20
"047141",30
"047163",56
"047175",1.7
"047187",30
"047242",5
"047255",90
"047282",10
"047316",14
"047322",50
"047340",14
"047354",10
"047366",20
"047370",100
"047377",40
"047388",10
"047400",20
"047402",10
"047404",24
"047411",40
"047422",10
"047434",20
"047442",10
"047444",40
"047479",30
"047487",12
"047490",20
"047501",60
"047503",3
"047512",100
"047523",28
"047530",30
"047534",98
"047545",98
"047548",28
"047556",28
"047560",4
"047563",98
"047567",28
"047579",98
"047589",28
"047590",28
"047612",28
"047613",98
"047617",98
"047634",112
"047645",28
"047667",112
"047676",250
"047679",28
"047688",30
"047701",112
"047704",100
"047713",30
"047770",60
"047781",60
"047786",56
"047787",30
"047804",60
"047811",100
"047829",100
"047842",1000
"047911",2
"047943",100
"047973",30
"047979",28
"047988",98
"047997",28
"048006",98
"048015",250
"048043",100
"048053",98
"048157",100
"048177",28
"048181",30
"048183",100
"048189",28
"048199",100
"048270",1
"048288",28
"048297",98
"048320",120
"048324",5
"048368",100
"048380",100
"048391",100
"048401",6
"048402",30
"048414",100
"048424",90
"048426",30
"048447",63
"048494",20
"048505",1
"048520",100
"048553",90
"048579",112
"048580",30
"048589",30
"048595",270
"048600",98
"048611",100
"048623",3
"048637",28
"048652",30
"048702",98
"048728",100
"048736",28
"048752",2
"048756",30
"048767",100
"048770",2
"048778",30
"048784",1
"048785",15
"048789",100
"048793",98
"048800",30
"048801",56
"048811",100
"048827",60
"048843",60
"048845",28
"048854",5
"048858",100
"048868",60
"048876",30
"048892",30
"048900",100
"048903",105
"048912",120
"048918",30
"048959",112
"049031",100
"049040",10
"049060",20
"049064",30
"049069",50
"049070",30
"049072",15
"049078",100
"049081",30
"049092",90
"049098",30
"049103",90
"049119",1
"049122",100
"049154",100
"049155",30
"049205",30
"049215",30
"049221",100
"049224",90
"049233",90
"049239",10
"049242",90
"049251",90
"049254",10
"049260",50
"049296",10
"049301",50
"049340",28
"049341",100
"049395",100
"049410",90
"049419",100
"049440",100
"049470",60
"049479",60
"049488",60
"049506",60
"049524",2.5
"049533",7.5
"049544",28
"049551",5
"049577",20
"049601",50
"049622",6
"049650",28
"049676",30
"049680",50
"049684",30
"049692",1
"049742",10
"049754",100
"049765",100
"049767",30
"049833",100
"049858",21
"049892",100
"049902",200
"049905",200
"049913",10
"049915",96
"049925",25
"049936",50
"049947",100
"049958",1
"049965",10
"049981",10
"050002",28
"050015",28
"050027",100
"050035",100
"050038",30
"050042",28
"050049",100
"050051",98
"050061",30
"050068",28
"050084",100
"050208",5
"050270",100
"050279",100
"050297",30
"050306",90
"050323",28
"050342",112
"050347",100
"050365",9
"050379",30
"050385",10
"050388",90
"050433",2
"050438",1
"050452",50
"050460",50
"050463",60
"050469",98
"050496",40
"050533",1
"050534",20
"050560",15
"050567",100
"050592",28
"050605",14
"050609",10
"050614",56
"050702",100
"050714",4
"050765",100
"050777",4
"050814",100
"050822",4
"050826",1
"050830",20
"050831",100
"050836",100
"050847",30
"050858",30
"050869",30
"050904",5
"050913",5
"050932",60
"050940",100
"050983",4
"050995",12
"051006",30
"051012",1
"051017",100
"051022",5
"051029",100
"051031",5
"051102",30
"051110",100
"051199",100
"051201",3
"051261",100
"051266",98
"051300",3
"051306",28
"051312",14
"051323",28
"051331",30
"051335",56
"051346",100
"051357",14
"051369",28
"051380",56
"051388",98
"051392",100
"051395",180
"051417",10
"051438",100
"051508",28
"051513",10
"051531",400
"051538",1
"051738",90
"051739",100
"051755",7
"051790",28
"051801",50
"051860",30
"051920",15.75
"051959",30
"051968",90
"051987",30
"051988",30
"051996",28
"052005",98
"052027",100
"052035",300
"052067",98
"052071",196
"052081",30
"052093",30
"052104",56
"052115",56
"052142",2
"052184",10
"052195",10
"052206",28
"052218",30
"052223",60
"052225",15
"052229",60
"052241",28
"052251",60
"052274",100
"052277",100
"052278",60
"052280",30
"052300",100
"052358",98
"052365",98
"052399",30
"052405",3
"052414",9
"052431",180
"052494",50
"052505",4
"052514",28
"052515",4
"052524",4
"052533",3
"052564",100
"052605",98
"052613",100
"052694",30
"052697",56
"052706",56
"052715",56
"052737",56
"052745",30
"052803",100
"052833",28
"052837",100
"052845",20
"052878",10
"052910",84
"052936",50
"052951",10
"052977",100
"053007",1
"053018",56
"053021",1
"053032",1
"053033",10
"053043",120
"053058",5
"053066",10
"053074",10
"053141",30
"053160",90
"053304",100
"053309",98
"053336",30
"053362",14
"053371",100
"053397",30
"053413",100
"053423",30
"053434",1000
"053525",10
"053546",3
"053563",28
"053564",28
"053574",98
"053576",12
"053585",28
"053596",98
"053645",10
"053660",14
"053662",30
"053671",30
"053702",15.75
"053777",100
"053806",98
"053809",1
"053815",28
"053819",100
"053824",98
"053833",28
"053842",98
"053843",15
"053868",14
"053876",20
"053878",30
"053892",100
"053923",1.3
"053934",200
"053975",200
"053991",30
"054024",96
"054033",96
"054042",30
"054049",20
"054051",96
"054056",30
"054064",30
"054106",30
"054114",100
"054147",500
"054171",30
"054240",5
"054247",20
"054252",10
"054263",15
"054274",20
"054304",12
"054309",10
"054321",15
"054332",20
"054343",50
"054353",50
"054361",30
"054369",56
"054376",100
"054379",30
"054388",168
"054403",20
"054452",100
"054460",30
"054488",10
"054505",1
"054514",7.5
"054551",5
"054602",120
"054668",100
"054705",60
"054741",30
"054750",28
"054759",12
"054760",98
"054768",1
"054784",28
"054791",40
"054829",100
"054844",30
"054860",30
"054866",1
"054869",100
"054896",30
"054914",7
"054916",6
"054923",7
"054924",8
"054933",7
"054942",7
"054950",56
"054974",60
"054977",84
"054981",10
"054999",15
"055003",98
"055038",5
"055046",12
"055073",100
"055084",50
"055097",28
"055108",98
"055119",28
"055130",98
"055142",28
"055153",98
"055164",5
"055209",100
"055236",60
"055243",12
"055269",20
"055280",42
"055332",28
"055343",1
"055351",28
"055360",28
"055369",28
"055376",12
"055400",25
"055593",30
"055608",50
"055616",500
"055620",28
"055631",98
"055640",50
"055642",5
"055643",28
"055654",98
"055665",20
"055687",5
"055707",40
"055711",28
"055715",30
"055716",6
"055721",30
"055722",98
"055723",100
"055726",28
"055733",5
"055736",120
"055746",30
"055749",36
"055756",100
"055764",30
"055778",5
"055814",30
"055822",100
"055824",5
"055863",14
"055898",0.6
"055905",1
"055939",96
"055997",1
"056010",20
"056069",40
"056074",1
"056089",100
"056100",30
"056111",100
"056122",100
"056134",100
"056156",30
"056167",100
"056179",30
"056190",100
"056196",1
"056201",30
"056212",100
"056226",50
"056235",100
"056242",100
"056259",100
"056276",98
"056308",28
"056325",14
"056364",30
"056423",30
"056433",30
"056498",98
"056499",100
"056500",10
"056514",6
"056564",10
"056649",10
"056663",20
"056686",7
"056698",14
"056762",100
"056763",15
"056768",10
"056770",24
"056778",30
"056787",100
"056788",60
"056797",30
"056804",25
"056806",100
"056812",100
"056853",30
"056861",100
"056895",100
"056897",12
"056911",100
"056915",1
"056928",7
"056929",100
"056933",30
"056936",0.6
"056937",100
"056961",30
"056970",100
"057000",30
"057018",100
"057026",28
"057042",98
"057065",1
"057068",60
"057126",4
"057148",4
"057171",4
"057174",40
"057193",100
"057194",4
"057217",4
"057220",1
"057239",4
"057262",4
"057279",96
"057285",4
"057291",30
"057299",100
"057308",4
"057319",1
"057335",20
"057341",1
"057347",180
"057349",5
"057382",98
"057455",5
"057456",28
"057458",1
"057467",98
"057478",28
"057481",28
"057490",98
"057504",20
"057505",30
"057527",100
"057528",50
"057544",50
"057556",120
"057562",100
"057570",5
"057653",100
"057657",56
"057661",14
"057677",100
"057679",100
"057687",100
"057714",10
"057729",5
"057851",20
"057882",5
"057893",60
"057932",100
"057943",98
"057978",1
"057979",20
"057987",28
"057992",100
"057996",56
"058010",10
"058014",112
"058065",28
"058131",14
"058164",5
"058207",1
"058210",30
"058214",200
"058222",5
"058253",98
"058261",60
"058329",30
"058347",30
"058362",70
"058370",100
"058388",30
"058412",70
"058420",100
"058453",100
"058471",100
"058515",210
"058524",28
"058545",84
"058551",7
"058552",5
"058555",10
"058560",200
"058561",7
"058579",28
"058597",7
"058602",28
"058609",1
"058622",30
"058624",28
"058628",84
"058644",7.5
"058651",90
"058658",10
"058676",10
"058677",100
"058701",20
"058735",100
"058768",100
"058790",60
"058891",250
"058944",98
"058966",5
"058969",60
"058974",100
"059012",30
"059030",1
"059048",1
"059052",20
"059059",84
"059139",50
"059147",60
"059205",90
"059216",90
"059246",30
"059273",100
"059302",5
"059307",100
"059345",100
"059353",1
"059364",1
"059378",20
"059406",200
"059444",10
"059469",20
"059551",30
"059560",90
"059566",56
"059568",50
"059569",1
"059611",1
"059623",30
"059626",50
"059632",100
"059641",30
"059644",1
"059650",100
"059659",1
"059660",30
"059669",100
"059672",28
"059687",30
"059722",100
"059725",12.5
"059741",20
"059753",1
"059756",30
"059757",50
"059777",6
"059779",100
"059786",20
"059790",200
"059793",100
"059795",100
"059819",60
"059844",0.15
"059851",1
"059870",50
"059873",12
"059882",50
"059892",4
"059924",60
"059933",180
"059938",50
"059942",28
"059949",30
"059951",98
"059956",100
"059960",28
"059964",10
"059969",98
"059970",28
"059975",10
"059978",28
"059987",98
"059996",28
"060005",98
"060024",0.5
"060057",28
"060103",100
"060114",5
"060123",5
"060132",5
"060133",1
"060141",5
"060152",100
"060164",100
"060186",30
"060206",90
"060350",24
"060368",96
"060426",24
"060434",96
"060495",100
"060517",5
"060523",5
"060524",30
"060532",5
"060560",84
"060569",84
"060582",14
"060624",24
"060632",96
"060642",20
"060651",20
"060660",20
"060669",20
"060695",12
"060733",20
"060750",100
"060753",1
"060812",2
"060814",90
"060830",20
"060848",100
"060863",30
"060871",100
"060885",1
"060889",30
"060897",100
"060905",120
"060913",120
"060924",63
"060934",30
"060939",125
"060951",63
"060953",100
"060988",25
"060992",98
"061069",70
"061092",60
"061093",35
"061112",28
"061150",40
"061162",28
"061184",10
"061196",6
"061205",3
"061226",30
"061234",10
"061250",3
"061275",15
"061293",28
"061325",500
"061341",100
"061371",24
"061374",200
"061388",100
"061408",30
"061457",100
"061465",50
"061467",98
"061481",84
"061502",1
"061527",30
"061528",1
"061538",30
"061546",100
"061550",30
"061561",100
"061573",30
"061584",100
"061595",100
"061606",30
"061607",100
"061608",180
"061644",12
"061663",100
"061670",100
"061677",30
"061682",28
"061715",1
"061740",25
"061749",28
"061775",30
"061796",8
"061828",98
"061879",100
"061920",90
"061929",100
"061937",10
"061951",12
"061958",100
"061961",1
"061970",1
"061994",10
"061997",5
"062000",30
"062002",5
"062018",1000
"062137",30
"062148",100
"062159",30
"062171",100
"062183",30
"062202",30
"062299",200
"062307",4
"062314",4
"062315",4
"062331",4
"062343",28
"062347",12
"062352",56
"062361",112
"062379",28
"062388",56
"062397",112
"062410",100
"062422",15
"062455",2
"062461",4
"062463",10
"062470",8
"062471",100
"062507",10
"062513",20
"062525",60
"062535",15
"062538",5
"062546",22.5
"062554",2
"062562",2
"062564",10
"062575",28
"062616",7
"062661",1
"062737",100
"062806",30
"062812",180
"062849",4
"062879",100
"062893",100
"062935",63
"062960",0.75
"063027",1
"063028",98
"063056",28
"063057",10
"063067",98
"063156",200
"063157",100
"063181",30
"063187",3
"063195",98
"063196",1
"063219",1000
"063224",10
"063230",1
"063233",30
"063242",100
"063255",100
"063302",30
"063306",100
"063321",2
"063324",100
"063339",6
"063342",100
"063362",14
"063375",100
"063453",14
"063519",150
"063574",1
"063586",30
"063628",500
"063637",0.75
"063644",30
"063651",100
"063669",30
"063671",1
"063677",100
"063685",100
"063693",100
"063701",100
"063705",1.5
"063719",100
"063752",120
"063800",200
"063818",2
"063820",84
"063826",200
"063834",500
"063859",100
"063867",10
"063874",30
"063883",1
"063891",1
"063897",1
"063925",30
"063926",4
"063931",30
"063940",4
"063982",20
"064015",1
"064022",5
"064023",0
"064053",28
"064056",1
"064097",20
"064105",30
"064121",60
"064139",150
"064147",30
"064181",100
"064212",28
"064238",30
"064246",56
"064270",28
"064281",100
"064303",15
"064311",15
"064324",20
"064364",14
"064366",100
"064373",30
"064384",100
"064394",1
"064395",30
"064407",100
"064418",30
"064429",100
"064436",100
"064477",100
"064488",60
"064493",100
"064519",100
"064520",12
"064547",84
"064550",60
"064568",28
"064570",10
"064576",15
"064596",5
"064600",15
"064659",5
"064667",5
"064677",28
"064698",10
"064699",100
"064713",5
"064722",30
"064733",1
"064742",1
"064767",100
"064797",30
"064818",50
"064878",6
"064887",6
"064896",6
"064905",2000
"064910",1
"064914",2000
"064917",7
"064923",14
"064924",2000
"064936",98
"065000",14
"065041",20
"065098",10
"065128",30
"065136",14
"065140",10
"065147",30
"065151",56
"065229",98
"065235",60
"065268",30
"065280",90
"065293",100
"065308",98
"065318",30
"065326",20
"065334",3
"065339",30
"065342",15
"065377",28
"065391",1
"065409",15
"065417",60
"065433",30
"065466",10
"065541",30
"065544",10
"065565",100
"065601",5
"065651",30
"065660",90
"065662",60
"065714",24
"065742",35
"065751",70
"065754",14
"065778",4
"065813",30
"065831",30
"065855",30
"065870",10
"065877",30
"065900",100
"065904",50
"065911",100
"065915",30
"065922",100
"065933",30
"065978",2
"065979",28
"065988",10
"065995",35
"065997",2
"066015",10
"066033",20
"066082",30
"066084",12
"066091",120
"066092",12
"066100",30
"066121",10
"066191",200
"066209",30
"066217",96
"066225",100
"066260",56
"066274",200
"066278",60
"066282",30
"066287",20
"066292",30
"066293",84
"066308",200
"066332",30
"066340",100
"066351",100
"066357",2000
"066378",100
"066396",30
"066399",21
"066405",100
"066407",21
"066414",30
"066423",21
"066424",100
"066433",30
"066442",100
"066460",100
"066478",30
"066482",98
"066487",100
"066497",100
"066506",2000
"066518",5
"066578",125
"066588",100
"066589",10
"066605",100
"066616",10
"066651",30
"066660",90
"066662",30
"066678",1
"066707",3
"066746",100
"066827",10
"066838",30
"066849",100
"066893",6
"066895",30
"066939",7
"066962",1
"066991",100
"066993",30
"067009",50
"067025",20
"067046",30
"067058",30
"067116",5
"067125",10
"067134",5
"067140",200
"067143",10
"067144",7
"067152",10
"067173",30
"067181",100
"067194",200
"067199",30
"067229",30
"067271",28
"067272",3
"067273",1
"067306",30
"067311",30
"067314",100
"067329",10
"067355",500
"067421",50
"067439",100
"067456",30
"067502",28
"067512",90
"067513",98
"067524",28
"067530",98
"067535",98
"067558",98
"067579",25
"067587",100
"067595",100
"067603",100
"067642",30
"067681",5
"067686",100
"067698",10
"067710",30
"067728",100
"067736",30
"067744",100
"067841",90
"067860",90
"067878",90
"067880",1
"067896",90
"067940",40
"067950",100
"067988",14
"067999",7
"068001",120
"068008",120
"068014",5
"068035",28
"068046",12
"068056",0
"068112",4
"068189",10
"068197",1
"068220",9
"068221",100
"068230",112
"068267",15
"068276",30
"068296",100
"068332",28
"068395",84
"068416",30
"068437",20
"068438",10
"068445",100
"068449",10
"068452",5
"068460",10
"068462",50
"068486",100
"068489",1
"068502",10
"068503",100
"068528",25
"068544",15
"068561",10
"068563",4
"068577",20
"068578",250
"068579",10
"068585",30
"068588",5
"068599",100
"068629",98
"068635",100
"068650",100
"068655",5
"068666",15
"068670",1
"068710",14
"068714",28
