"VNRO","PKOKO"
"487692",4
"487694",100
"487706",98
"487713",30
"487728",100
"487751",20
"487767",120
"487769",50
"487793",100
"487801",20
"487810",100
"487819",50
"487827",100
"487843",2
"487846",5
"487850",6
"487876",80
"487884",10
"487892",50
"487942",120
"487967",120
"487983",10
"487989",30
"487991",30
"488012",98
"488015",30
"488046",100
"488049",20
"488056",60
"488063",250
"488122",30
"488130",100
"488217",30
"488239",100
"488296",10
"488304",50
"488338",50
"488346",20
"488353",20
"488357",30
"488379",5
"488387",50
"488411",10
"488445",20
"488468",56
"488486",12
"488509",56
"488527",30
"488544",100
"488553",30
"488598",60
"488616",12
"488644",60
"488672",28
"488688",10
"488734",100
"488775",20
"488783",50
"488809",7.5
"488817",7.5
"488821",14
"488825",15
"488841",30
"488858",100
"488866",20
"488918",100
"488919",100
"488940",4
"488973",15
"488981",20
"488999",30
"489005",100
"489013",4
"489032",3
"489070",30
"489092",250
"489128",196
"489135",63
"489138",80
"489146",100
"489153",120
"489161",3
"489179",4
"489187",500
"489203",2
"489211",4
"489229",6
"489249",100
"489256",10
"489260",7
"489347",1
"489349",60
"489398",7
"489418",84
"489427",200
"489443",200
"489475",98
"489484",100
"489500",21
"489518",28
"489534",1
"489542",10
"489551",98
"489567",30
"489575",98
"489583",100
"489591",10
"489609",30
"489658",98
"489666",28
"489669",28
"489674",30
"489690",200
"489716",98
"489724",100
"489732",28
"489740",10
"489746",1
"489765",30
"489773",98
"489781",100
"489799",30
"489850",1
"489872",30
"489937",56
"489955",200
"489963",6
"489969",7
"490086",100
"490110",6
"490151",100
"490169",100
"490174",30
"490185",20
"490193",50
"490201",100
"490210",250
"490276",10
"490300",100
"490334",21
"490343",28
"490395",100
"490409",30
"490417",8
"490421",30
"490425",8
"490433",100
"490437",60
"490441",30
"490460",24
"490465",30
"490474",100
"490518",100
"490535",30
"490552",1
"490580",18
"490581",100
"490670",100
"490755",20
"490763",30
"490847",30
"490857",12
"490946",100
"491068",10
"491103",30
"491131",10
"491132",56
"491230",28
"491237",56
"491257",98
"491330",1
"491357",30
"491365",100
"491407",20
"491415",10
"491456",20
"491461",98
"491468",30
"491480",20
"491504",100
"491514",100
"491522",25
"491567",10
"491613",30
"491621",50
"491639",120
"491660",4
"491695",28
"491712",30
"491720",100
"491738",30
"491744",12
"491746",100
"491751",50
"491775",100
"491811",10
"491848",14
"491944",100
"491951",100
"491998",42
"492017",30
"492069",100
"492090",30
"492107",28
"492116",100
"492124",30
"492128",90
"492132",100
"492140",30
"492165",25
"492196",28
"492199",10
"492202",150
"492207",100
"492223",100
"492231",30
"492249",100
"492253",1
"492256",10
"492264",60
"492270",28
"492280",20
"492298",100
"492300",98
"492306",800
"492337",30
"492377",28
"492411",10
"492512",30
"492520",100
"492629",10
"492646",20
"492660",26
"492686",26
"492751",500
"492777",10
"492851",28
"492876",30
"492884",7
"492918",20
"492926",100
"492942",30
"492959",100
"492975",30
"493072",4
"493147",60
"493148",28
"493155",4
"493171",42
"493205",42
"493208",100
"493221",100
"493232",100
"493239",100
"493262",100
"493270",7.5
"493276",30
"493277",4
"493288",8
"493302",98
"493361",200
"493376",10
"493379",400
"493401",98
"493403",50
"493411",200
"493438",1
"493445",98
"493459",28
"493460",100
"493464",30
"493478",100
"493486",10
"493494",100
"493496",1
"493505",5
"493510",30
"493528",100
"493534",5
"493569",100
"493571",100
"493593",200
"493683",30
"493775",200
"493791",50
"493808",30
"493809",5
"493817",100
"493833",5
"493858",50
"493867",28
"493870",30
"493874",100
"493882",50
"493890",5
"493908",200
"493924",100
"493938",28
"494026",30
"494070",10
"494104",30
"494110",30
"494112",100
"494138",100
"494146",7
"494161",10
"494173",30
"494195",100
"494203",30
"494229",100
"494237",2
"494278",30
"494286",1
"494302",500
"494327",10
"494336",30
"494344",100
"494352",2
"494353",18
"494363",1
"494371",100
"494427",10
"494465",100
"494466",7
"494486",100
"494542",30
"494583",7
"494639",1
"494648",30
"494666",28
"494693",28
"494701",5
"494724",84
"494781",50
"494807",100
"494815",200
"494838",5
"494846",56
"494849",20
"494861",30
"494864",10
"494872",30
"494885",250
"494886",5
"494914",30
"494922",100
"494933",56
"494948",100
"494955",200
"494963",30
"494971",100
"494989",30
"494997",100
"495002",30
"495010",100
"495028",30
"495036",100
"495102",72
"495125",100
"495151",90
"495152",100
"495190",100
"495200",60
"495203",20
"495234",100
"495245",6
"495259",30
"495267",100
"495325",30
"495341",10
"495351",28
"495358",20
"495366",100
"495374",50
"495382",5
"495390",5
"495408",100
"495481",30
"495499",100
"495515",100
"495525",27
"495531",100
"495542",28
"495556",30
"495572",100
"495580",100
"495663",100
"495673",20
"495719",120
"495757",28
"495763",2
"495796",100
"495820",20
"495828",30
"495845",10
"495854",4
"495858",100
"495895",100
"495928",30
"495937",100
"495952",100
"495972",20
"495978",100
"496057",60
"496060",40
"496117",30
"496122",12
"496136",56
"496158",10
"496210",1
"496216",400
"496222",100
"496232",100
"496254",30
"496320",100
"496331",20
"496341",4
"496353",20
"496395",100
"496418",12
"496444",12
"496446",5
"496468",98
"496495",98
"496638",50
"496676",28
"496778",100
"496782",1
"496828",30
"496927",20
"496943",1
"497012",20
"497016",20
"497024",50
"497032",10
"497040",20
"497051",10
"497057",50
"497065",100
"497073",20
"497107",100
"497123",50
"497224",14
"497248",30
"497255",30
"497347",10
"497366",30
"497368",10
"497386",56
"497436",100
"497461",30
"497477",12
"497487",100
"497499",12
"497537",100
"497545",3
"497556",20
"497610",28
"497644",56
"497673",8
"497693",100
"497701",10
"497727",30
"497728",30
"497735",100
"497750",12
"497800",15
"497818",15
"497822",7
"497824",12
"497875",20
"497891",30
"497909",100
"497917",30
"497920",100
"497921",7
"497925",30
"497933",100
"497941",30
"497958",100
"497984",10
"498055",30
"498147",100
"498222",60
"498228",14
"498243",7
"498337",30
"498340",84
"498378",100
"498408",10
"498416",28
"498428",30
"498436",30
"498529",100
"498543",30
"498577",3
"498642",4
"498691",10
"498818",1
"498824",4
"498828",100
"498877",30
"498899",5
"498980",56
"499020",56
"499027",10
"499058",30
"499066",30
"499142",100
"499161",28
"499175",12
"499315",98
"499390",10
"499411",100
"499434",30
"499442",100
"499473",84
"499486",20
"499533",10
"499547",100
"499575",8
"499590",100
"499603",30
"499715",10
"499772",50
"499813",28
"499814",5
"499848",25
"499871",5
"499889",25
"499909",10
"499913",5
"499920",28
"499921",25
"499928",10
"500025",140
"500035",100
"500041",40
"500049",98
"500056",60
"500066",40
"500069",30
"500074",20
"500175",10
"500221",28
"500324",1
"500327",30
"500330",28
"500355",98
"500389",28
"500395",30
"500423",30
"500454",98
"500462",98
"500470",20
"500476",112
"500481",30
"500496",1
"500546",20
"500562",28
"500565",98
"500637",30
"500645",100
"500660",30
"500678",100
"500751",30
"500769",100
"500862",90
"500876",25
"500980",5
"501124",1
"501198",180
"501215",28
"501225",98
"501247",30
"501257",98
"501277",100
"501278",30
"501308",28
"501317",60
"501353",500
"501380",100
"501478",100
"501502",40
"501528",40
"501536",100
"501551",200
"501593",2
"501643",10
"501650",30
"501668",100
"501750",10
"501781",30
"501794",98
"501834",84
"501940",100
"501950",98
"501978",6
"502020",30
"502022",1
"502125",1
"502144",30
"502187",100
"502245",14
"502252",28
"502255",100
"502423",28
"502484",10
"502521",6
"502526",200
"502568",98
"502574",56
"502575",10
"502591",10
"502625",30
"502633",100
"502702",10
"502724",50
"502735",96
"502777",90
"502789",1
"502790",28
"502806",5
"502807",300
"502823",100
"502851",100
"502872",200
"502888",100
"502983",30
"503003",50
"503021",30
"503025",30
"503045",30
"503052",100
"503062",30
"503128",28
"503134",28
"503136",98
"503144",100
"503151",1
"503177",28
"503184",12
"503185",24
"503193",98
"503201",26
"503220",100
"503227",28
"503235",98
"503276",24
"503278",1
"503292",26
"503301",1
"503313",60
"503317",1
"503326",24
"503359",26
"503367",6
"503391",12
"503645",1
"503748",12
"503755",24
"503763",36
"503831",12
"503863",56
"503894",10
"503900",30
"503938",8
"503941",10
"503946",120
"503961",50
"504040",10
"504074",1
"504076",3
"504092",3
"504121",50
"504169",90
"504230",28
"504266",90
"504342",50
"504368",90
"504371",112
"504449",100
"504464",100
"504472",200
"504498",30
"504502",30
"504514",78
"504517",5
"504522",15
"504530",100
"504548",30
"504585",1
"504597",30
"504605",100
"504621",30
"504639",100
"504738",1
"504808",56
"504993",10
"505010",30
"505043",2
"505057",5
"505248",30
"505255",100
"505363",30
"505446",500
"505453",30
"505454",90
"505461",30
"505495",10
"505503",10
"505514",28
"505578",60
"505586",100
"505628",60
"505644",90
"505651",270
"505688",100
"505715",98
"505721",12
"505735",20
"505743",100
"505775",56
"505807",60
"505896",10
"505920",90
"505977",28
"506056",10
"506079",1
"506125",340
"506131",30
"506138",1
"506176",100
"506187",3
"506188",10
"506345",7
"506410",5
"506477",7
"506511",30
"506523",90
"506527",5
"506535",7
"506553",50
"506568",1
"506584",100
"506660",56
"506713",20
"506756",100
"506779",1
"506782",1
"506806",30
"506807",30
"506851",100
"506919",10
"506931",10
"506963",1
"506978",10
"507004",100
"507028",20
"507145",5
"507219",120
"507220",5
"507269",7
"507366",1
"507367",90
"507507",12
"507523",90
"507537",90
"507590",10
"507610",28
"507616",10
"507632",50
"507653",28
"507657",30
"507707",500
"507819",30
"507824",14
"507825",28
"507834",100
"507855",98
"507863",20
"507871",98
"507897",100
"507947",100
"507954",200
"507959",98
"507988",20
"508002",100
"508036",20
"508044",100
"508093",20
"508111",28
"508139",6
"508233",30
"508255",100
"508300",0.75
"508350",56
"508437",90
"508497",100
"508622",98
"508656",60
"508702",56
"508736",5
"508834",100
"508838",5
"508847",30
"508886",60
"508939",100
"508998",3
"509009",5
"509034",1
"509042",10
"509091",100
"509115",1
"509120",2
"509128",98
"509138",20
"509158",7
"509159",28
"509173",2.5
"509174",200
"509257",250
"509273",15
"509312",28
"509332",56
"509525",28
"509680",5
"509696",28
"509906",14
"509958",30
"509998",28
"510020",200
"510026",20
"510057",21
"510065",84
"510129",10
"510171",6
"510200",1
"510248",6
"510255",1.8
"510263",1.8
"510271",1.8
"510281",30
"510302",100
"510305",3.6
"510320",100
"510321",3.6
"510348",30
"510354",10
"510362",20
"510412",4
"510513",98
"510564",7
"510577",30
"510600",30
"510687",5
"510809",1
"510875",60
"510882",30
"510885",28
"510961",105
"511071",28
"511079",100
"511089",100
"511253",100
"511261",10
"511272",5
"511295",28
"511303",84
"511386",50
"511418",196
"511444",30
"511477",100
"511484",98
"511556",1
"511600",100
"511634",10
"511649",100
"511654",1
"511791",90
"511832",28
"511839",28
"511857",10
"511865",84
"511984",98
"511988",4
"512094",56
"512159",56
"512190",20
"512236",100
"512294",1
"512434",10
"512511",12
"512586",28
"512618",98
"512765",100
"512891",120
"512918",30
"512964",168
"513044",14
"513051",28
"513085",14
"513086",12
"513093",28
"513096",100
"513119",14
"513127",28
"513151",12
"513168",500
"513184",500
"513192",500
"513234",500
"513253",10
"513401",98
"513474",60
"513519",28
"513595",60
"513636",12
"513657",100
"513664",28
"513679",50
"513851",30
"513952",200
"513986",25
"513993",3
"513994",35
"514000",60
"514034",70
"514059",35
"514071",98
"514083",25
"514091",60
"514109",35
"514142",100
"514143",30
"514157",30
"514179",220
"514183",30
"514202",1
"514235",56
"514242",30
"514263",5
"514273",18
"514307",36
"514315",54
"514323",72
"514331",30
"514356",60
"514364",90
"514372",150
"514380",500
"514398",10
"514406",30
"514412",1
"514430",100
"514455",30
"514471",100
"514475",5
"514632",3
"514638",25
"514646",100
"514653",500
"514695",30
"514729",30
"514737",800
"514752",10
"514778",30
"514840",28
"514885",10
"514893",10
"514901",30
"514919",100
"514924",1
"514927",10
"514935",30
"514943",100
"514961",30
"514995",30
"515063",24
"515098",10
"515130",100
"515148",84
"515151",1
"515155",84
"515162",1
"515171",5
"515191",1
"515197",10
"515205",15
"515208",30
"515213",30
"515221",12
"515244",30
"515254",60
"515262",10
"515270",30
"515272",4
"515304",98
"515341",180
"515387",2
"515445",50
"515448",20
"515477",100
"515526",100
"515575",25
"515577",1
"515644",60
"515700",20
"515718",100
"515734",20
"515742",40
"515759",20
"515767",20
"515775",40
"515783",20
"515787",63
"515817",98
"515818",100
"515827",28
"515837",4
"515866",180
"515871",28
"515874",20
"515942",100
"516054",30
"516123",36
"516182",20
"516294",100
"516398",60
"516521",5
"516569",28
"516613",100
"516630",2
"516631",28
"516687",100
"516699",32
"516727",10
"516728",5
"516745",10
"516748",96
"516767",98
"516803",120
"516807",30
"516851",30
"516865",10
"516888",5
"516893",100
"516906",12
"516922",100
"516960",90
"516990",28
"517147",30
"517180",7.5
"517228",28
"517292",28
"517301",4
"517334",98
"517344",56
"517356",30
"517370",10
"517391",50
"517411",56
"517488",56
"517517",28
"517535",30
"517621",4
"517632",28
"517641",2
"517693",100
"517702",28
"517714",90
"517748",500
"517755",90
"517785",25
"517805",500
"517806",1
"517813",90
"517821",500
"517824",10
"517846",100
"518017",56
"518045",6
"518224",112
"518251",21
"518270",1
"518327",4
"518332",84
"518543",40
"518715",98
"518777",188
"518833",30
"518842",28
"518897",90
"518977",12
"519054",1
"519068",1
"519210",28
"519225",60
"519249",30
"519278",30
"519367",10
"519439",98
"519520",200
"519544",100
"519546",200
"519553",200
"519561",30
"519579",100
"519580",15
"519587",50
"519595",100
"519603",250
"519611",28
"519629",56
"519637",98
"519645",50
"519652",50
"519660",50
"519677",120
"519678",28
"519686",98
"519751",10
"519755",56
"519779",98
"519827",2000
"519859",84
"519884",28
"519900",98
"519913",100
"519934",28
"519942",28
"519959",98
"519975",300
"520030",98
"520049",200
"520091",100
"520114",28
"520143",56
"520171",5
"520187",10
"520189",30
"520197",100
"520213",49
"520239",4
"520254",50
"520279",10
"520288",4
"520338",12
"520346",4
"520379",12
"520458",30
"520536",300
"520546",28
"520599",100
"520607",56
"520647",3
"520670",4
"520689",100
"520706",1.5
"520726",30
"520734",100
"520742",30
"520759",30
"520789",10
"520791",30
"520841",30
"520858",60
"520866",30
"520890",60
"520908",30
"520916",60
"520924",30
"520936",5
"520940",60
"520957",30
"520965",60
"520998",100
"521021",30
"521039",100
"521047",120
"521054",120
"521062",120
"521070",120
"521080",15
"521142",30
"521208",25
"521234",98
"521282",120
"521490",50
"521507",100
"521515",24
"521534",10
"521542",20
"521551",28
"521552",1
"521559",100
"521575",10
"521583",20
"521591",100
"521630",10
"521634",5
"521660",100
"521702",56
"521757",100
"521765",200
"521789",100
"521812",98
"521920",5
"522020",1
"522038",100
"522045",100
"522060",100
"522094",100
"522139",4
"522168",14
"522290",100
"522291",5
"522293",10
"522398",12
"522440",4
"522441",50
"522499",100
"522535",20
"522610",1
"522680",3
"522696",30
"522706",1
"522714",50
"522776",28
"522801",100
"522811",200
"522829",14
"522839",120
"522856",56
"522938",20
"522950",100
"523039",28
"523056",5
"523153",112
"523159",11
"523175",28
"523183",30
"523191",98
"523209",100
"523227",90
"523296",100
"523321",56
"523324",98
"523346",1
"523365",100
"523372",100
"523379",25
"523431",70
"523449",140
"523464",200
"523472",100
"523498",50
"523506",100
"523513",4
"523514",250
"523530",35
"523548",5
"523555",5
"523679",7.5
"523753",60
"523758",112
"523774",28
"523836",30
"523839",24
"523886",84
"523913",1
"523926",1
"523937",100
"523961",72
"523969",5
"523977",5
"524068",10
"524083",100
"524088",30
"524126",56
"524173",8
"524198",100
"524207",112
"524236",2
"524257",112
"524276",98
"524292",4
"524296",1
"524330",14
"524348",15
"524351",5
"524399",20
"524428",30
"524439",50
"524440",112
"524454",28
"524470",84
"524514",1
"524565",30
"524595",30
"524611",100
"524629",30
"524637",100
"524694",30
"524701",100
"524702",100
"524710",30
"524728",100
"524729",21
"524776",1
"524785",100
"524946",100
"524956",10
"524981",30
"525014",100
"525016",14
"525030",15
"525154",30
"525162",100
"525236",1
"525333",168
"525416",5
"525418",20
"525456",56
"525534",30
"525543",100
"525546",56
"525568",10
"525576",30
"525603",42
"525605",2.4
"525649",28
"525683",30
"525703",18
"525709",100
"525724",10
"525774",50
"525816",50
"525881",50
"525899",30
"525907",100
"525922",5
"525945",10
"525958",100
"525976",98
"525995",98
"526061",100
"526065",100
"526095",30
"526152",100
"526160",20
"526200",100
"526229",10
"526270",28
"526297",100
"526342",100
"526368",100
"526396",100
"526406",2
"526467",20
"526474",500
"526529",100
"526541",200
"526560",96
"526595",60
"526616",10
"526640",45
"526703",250
"526723",25
"526743",28
"526798",100
"526814",200
"526820",30
"526871",100
"526918",30
"526974",100
"526993",56
"527044",30
"527051",100
"527069",500
"527077",10
"527085",500
"527159",28
"527171",100
"527182",10
"527205",4
"527207",90
"527259",10
"527331",14
"527369",10
"527400",100
"527403",100
"527523",5
"527572",5
"527577",5
"527649",10
"527691",100
"527714",1
"527963",28
"527975",28
"528027",2
"528034",100
"528044",30
"528083",4.5
"528203",90
"528214",100
"528233",60
"528251",20
"528272",15
"528392",100
"528401",4
"528418",100
"528485",14
"528540",5
"528621",30
"528626",60
"528646",50
"528701",28
"528711",30
"528729",100
"528774",30
"528778",30
"528783",98
"528874",18
"528905",30
"528941",0.4
"528945",28
"528976",100
"528984",30
"528992",100
"529008",30
"529015",30
"529016",100
"529090",98
"529099",20
"529107",30
"529131",20
"529136",100
"529149",30
"529248",7
"529255",28
"529284",3
"529289",24
"529377",100
"529399",1
"529404",100
"529451",30
"529479",1
"529537",10
"529545",20
"529552",20
"529556",30
"529578",10
"529610",10
"529637",56
"529735",10
"529768",100
"529781",28
"529787",1
"529797",28
"529823",30
"529828",250
"529848",20
"529852",98
"529949",30
"529955",30
"530001",10
"530007",100
"530055",1
"530063",100
"530089",100
"530090",35
"530109",30
"530118",10
"530162",8
"530188",50
"530196",30
"530204",100
"530212",30
"530238",30
"530243",12
"530246",100
"530276",28
"530329",60
"530378",100
"530379",28
"530438",7.5
"530463",28
"530477",8
"530493",90
"530584",8
"530597",20
"530611",98
"530623",1
"530626",8
"530723",1
"530732",56
"530751",210
"530752",6
"530770",100
"530786",100
"530828",20
"530963",5
"530964",30
"530972",100
"531026",50
"531087",50
"531095",100
"531103",250
"531106",30
"531111",250
"531123",60
"531129",100
"531168",0.2
"531169",30
"531178",56
"531186",56
"531198",168
"531269",20
"531277",50
"531301",20
"531309",100
"531319",50
"531331",7
"531357",60
"531382",98
"531400",100
"531421",20
"531426",20
"531467",50
"531523",30
"531573",180
"531593",30
"531673",98
"531676",1
"531681",28
"531715",98
"531755",4
"531756",60
"531760",1
"531772",50
"531780",50
"531798",50
"531806",200
"531822",50
"531829",30
"531834",28
"531843",100
"531897",10
"531926",1
"531956",100
"531958",30
"531970",250
"531988",50
"531996",100
"532002",200
"532010",100
"532028",100
"532036",100
"532044",100
"532051",500
"532069",100
"532072",30
"532090",100
"532110",1
"532163",56
"532200",50
"532218",250
"532226",500
"532232",0.45
"532234",250
"532242",450
"532259",10
"532261",30
"532267",8
"532275",15
"532276",28
"532283",50
"532298",1
"532338",7
"532390",15
"532448",10
"532475",100
"532504",30
"532515",30
"532542",200
"532564",50
"532572",100
"532599",1
"532614",49
"532624",30
"532676",5
"532737",12
"532763",0
"532800",10
"532945",10
"532952",30
"532960",100
"532983",10
"533008",28
"533026",30
"533147",1
"533150",10
"533158",60
"533190",100
"533208",100
"533229",98
"533231",28
"533307",100
"533313",10
"533315",100
"533383",2
"533395",56
"533406",10
"533414",100
"533425",1
"533489",10
"533502",100
"533646",60
"533824",24
"533832",100
"533836",50
"533844",100
"533877",50
"533885",100
"533901",50
"533919",100
"533927",250
"533955",100
"533984",100
"534024",100
"534027",7
"534057",100
"534065",20
"534073",30
"534081",100
"534098",28
"534217",50
"534225",10
"534255",10
"534263",30
"534271",100
"534306",56
"534399",28
"534401",1
"534512",100
"534519",100
"534589",3
"534641",84
"534644",28
"534651",98
"534826",30
"534834",100
"534941",84
"534964",15
"534994",100
"535002",60
"535062",10
"535146",10
"535167",14
"535173",24
"535203",40
"535217",24
"535310",20
"535328",30
"535344",100
"535393",100
"535410",60
"535478",98
"535488",28
"535588",30
"535617",1
"535704",28
"535823",100
"535838",90
"535888",1
"535893",98
"535914",10
"535922",30
"535930",100
"535938",1
"535948",30
"535955",100
"535971",10
"535976",7.5
"535977",30
"535997",10
"536011",10
"536013",28
"536029",10
"536037",10
"536045",10
"536052",10
"536070",30
"536087",1
"536094",10
"536095",30
"536102",10
"536145",100
"536151",100
"536185",30
"536227",100
"536318",4
"536366",56
"536367",7
"536383",10
"536417",15
"536441",1
"536460",1
"536466",20
"536503",28
"536530",60
"536557",50
"536565",30
"536599",30
"536607",100
"536615",100
"536617",10
"536623",4
"536672",7
"536680",10
"536698",15
"536706",20
"536714",100
"536722",30
"536730",50
"536748",100
"536762",90
"536763",500
"536797",25
"536804",14
"536938",100
"536963",3
"536977",100
"537074",1
"537089",30
"537111",30
"537143",35
"537159",100
"537209",1
"537308",5
"537324",8
"537332",10
"537340",100
"537344",28
"537365",28
"537399",30
"537400",30
"537431",56
"537449",56
"537456",28
"537464",28
"537472",56
"537477",30
"537490",60
"537545",6
"537548",50
"537555",100
"537580",98
"537718",10
"537720",10
"537746",30
"537761",100
"537770",20
"537779",250
"537782",28
"537787",63
"537795",21
"537811",15
"537837",20
"537845",100
"537852",100
"537878",200
"537894",30
"537908",20
"537928",30
"537936",40
"537944",100
"537951",60
"537952",100
"537953",5
"537978",100
"537986",4
"538035",28
"538066",30
"538074",100
"538082",30
"538090",100
"538108",100
"538111",98
"538116",90
"538124",250
"538140",250
"538165",20
"538181",24
"538197",28
"538199",48
"538207",96
"538215",50
"538223",100
"538231",60
"538264",100
"538272",100
"538275",28
"538330",21
"538339",30
"538365",98
"538389",10
"538598",30
"538623",98
"538645",20
"538694",30
"538696",98
"538702",200
"538756",60
"538757",0.16
"538794",100
"538798",1
"538812",10
"539031",100
"539049",50
"539205",30
"539213",100
"539261",2
"539361",18
"539411",10
"539429",10
"539437",10
"539445",10
"539452",18
"539484",1
"539488",8
"539510",1
"539528",1
"539550",7
"539676",2
"539776",30
"539793",63
"539824",30
"539830",28
"539888",100
"539894",28
"539928",1
"539965",50
"539971",30
"539973",40
"539990",98
"540039",30
"540046",1.5
"540047",100
"540054",25
"540070",250
"540088",500
"540112",100
"540120",100
"540146",100
"540167",28
"540203",1
"540211",100
"540229",84
"540243",1
"540278",20
"540294",500
"540302",50
"540310",100
"540336",200
"540353",6
"540369",200
"540377",30
"540385",100
"540386",10
"540393",30
"540401",100
"540419",100
"540427",100
"540463",4
"540468",50
"540503",60
"540527",30
"540534",16
"540542",32
"540544",6
"540559",100
"540578",1
"540583",50
"540587",100
"540588",6
"540591",100
"540628",84
"540709",28
"540878",50
"540896",100
"540993",56
"541029",50
"541037",100
"541045",100
"541084",90
"541169",24
"541177",10
"541183",1
"541185",30
"541193",10
"541201",100
"541237",5
"541289",100
"541389",100
"541391",500
"541425",30
"541441",100
"541474",1
"541482",3
"541490",5
"541508",15
"541510",28
"541516",300
"541557",30
"541750",10
"541771",40
"541834",98
"541846",42
"541901",100
"541965",250
"542014",28
"542098",30
"542148",8
"542175",6
"542197",250
"542291",60
"542321",56
"542413",84
"542433",30
"542456",30
"542464",100
"542469",100
"542491",100
"542507",30
"542571",1000
"542579",5
"542647",1000
"542670",30
"542688",200
"542696",200
"542704",1000
"542733",5
"542744",10
"542803",28
"542845",250
"542893",28
"542910",56
"542915",1
"542928",4
"542936",50
"542951",4
"542977",100
"543033",100
"543041",250
"543047",6
"543054",20
"543074",30
"543082",100
"543086",28
"543090",30
"543108",100
"543163",20
"543165",30
"543173",100
"543183",10
"543194",15
"543215",30
"543223",100
"543239",0.37
"543249",10
"543256",100
"543263",20
"543272",30
"543330",98
"543348",98
"543349",84
"543357",10
"543456",15
"543505",100
"543571",9
"543751",1
"543755",98
"543801",100
"543819",250
"543820",0.6
"543827",1
"543835",1
"543892",100
"543900",250
"543942",7
"543967",50
"543983",30
"543991",60
"544007",120
"544015",30
"544023",100
"544027",98
"544239",14
"544247",28
"544260",5
"544374",60
"544385",400
"544445",1
"544452",100
"544460",3
"544487",100
"544510",100
"544528",10
"544536",120
"544544",14
"544551",280
"544569",28
"544577",30
"544585",50
"544593",56
"544601",60
"544619",90
"544627",100
"544643",10
"544650",120
"544668",14
"544676",280
"544684",28
"544700",30
"544718",50
"544726",30
"544734",56
"544781",4
"544783",60
"544791",30
"544809",100
"544816",6
"544825",90
"544841",100
"544848",30
"544866",10
"544874",120
"544882",14
"544890",280
"544891",100
"544902",84
"544908",28
"544916",30
"544932",500
"544940",6
"544957",8
"544965",10
"544972",30
"545046",30
"545053",100
"545061",30
"545079",100
"545090",100
"545095",50
"545103",56
"545104",1
"545110",28
"545111",60
"545129",90
"545135",5
"545137",21
"545145",63
"545176",63
"545178",20
"545186",30
"545202",40
"545221",1
"545229",1
"545244",10
"545251",15
"545301",20
"545319",100
"545322",84
"545368",100
"545376",100
"545392",100
"545394",20
"545455",84
"545459",14
"545463",100
"545467",14
"545475",28
"545484",10
"545488",100
"545494",15
"545524",28
"545558",180
"545582",20
"545590",100
"545608",250
"545609",90
"545639",30
"545657",28
"545663",30
"545665",56
"545673",56
"545681",15
"545736",100
"545743",30
"545771",14
"545806",50
"545814",100
"545830",50
"545848",100
"545863",50
"545871",100
"545996",1
"546002",5
"546044",1
"546051",5
"546093",30
"546101",100
"546176",10
"546184",30
"546192",100
"546198",6
"546200",14
"546226",21
"546234",3
"546242",10
"546251",14
"546270",60
"546272",28
"546325",30
"546333",100
"546345",21
"546507",100
"546522",30
"546524",30
"546651",100
"546713",100
"546722",98
"546788",28
"546796",28
"546838",10
"546862",15
"546879",30
"546887",30
"546903",100
"546911",100
"546929",30
"547046",5
"547125",10
"547129",30
"547154",30
"547171",60
"547203",1
"547271",5
"547303",6
"547392",1
"547497",15
"547502",30
"547505",30
"547513",100
"547539",14
"547570",28
"547612",60
"547620",120
"547652",30
"547661",100
"547702",2.5
"547711",21
"547717",30
"547729",0.5
"547778",5
"547794",80
"547836",0.5
"547869",5
"547877",0.5
"547885",5
"547893",0.5
"547901",5
"547919",30
"547925",20
"547927",100
"547943",30
"547950",100
"547968",30
"547976",100
"547984",5
"547992",100
"548019",28
"548117",90
"548201",98
"548203",10
"548220",30
"548232",90
"548278",4
"548297",98
"548300",14
"548326",10
"548347",98
"548377",8
"548461",50
"548479",100
"548481",0.9
"548566",100
"548722",98
"548776",28
"548819",98
"548899",30
"548980",24
"549009",90
"549023",12
"549036",28
"549132",2.5
"549255",28
"549270",25
"549278",24
"549345",10
"549383",50
"549442",100
"549469",28
"549477",70
"549575",28
"549600",7
"549619",20
"549642",7
"549659",14
"549685",30
"549725",30
"549733",100
"549774",120
"549840",100
"549899",200
"549956",300
"549964",50
"550079",20
"550087",30
"550095",100
"550111",3.5
"550124",30
"550137",100
"550236",10
"550244",10
"550251",10
"550269",4
"550277",5
"550343",5
"550350",10
"550374",10
"550376",10
"550392",10
"550400",10
"550402",30
"550434",10
"550442",10
"550458",30
"550478",100
"550488",1
"550510",28
"550568",98
"550648",120
"550665",60
"550693",20
"550708",6
"550772",20
"550832",28
"550845",28
"550897",5
"550902",1
"550962",100
"551018",1
"551033",28
"551039",10
"551150",60
"551244",4
"551283",50
"551333",10
"551341",270
"551358",90
"551388",20
"551416",100
"551481",6
"551515",30
"551549",30
"551564",3
"551568",50
"551572",1
"551580",100
"551586",10
"551606",100
"551614",28
"551655",30
"551671",100
"551697",5
"551753",60
"551779",5
"551788",500
"551790",10
"551797",24
"551820",12
"551838",20
"551846",28
"551853",56
"551861",100
"551879",14
"551903",30
"551904",2
"551921",30
"551929",28
"551937",56
"551986",20
"551994",3.5
"552033",100
"552080",90
"552081",98
"552141",100
"552152",20
"552158",100
"552166",30
"552182",100
"552190",30
"552192",1
"552208",100
"552216",50
"552224",100
